N,P,K,temperature,humidity,ph,rainfall,label
74.61,61.96,65.48,17.87,60.64,6.82,50.19,tomato
65.62,22.59,53.0,18.11,69.21,6.15,246.01,coffee
93.19,48.83,188.21,27.79,73.14,5.57,186.69,banana
102.8,47.65,178.71,26.7,74.16,7.19,198.88,banana
117.88,43.53,47.55,23.3,69.21,6.04,102.93,cotton
96.86,44.62,42.97,35.67,69.31,7.63,148.1,jute
117.58,43.86,152.4,28.84,73.57,6.47,116.53,banana
106.24,57.46,38.49,31.38,69.38,6.09,102.4,maize
139.63,47.43,204.53,22.42,90.12,6.77,196.25,banana
57.72,36.89,47.0,31.53,59.29,5.59,101.59,mango
125.57,50.82,54.16,23.65,91.64,5.99,271.51,rice
91.51,46.84,102.94,26.77,47.72,6.73,74.19,tomato
134.6,40.23,146.01,32.68,77.7,6.15,164.28,banana
116.89,68.05,118.41,17.47,70.73,6.28,41.4,potato
100.46,50.03,35.79,25.99,90.31,6.06,142.71,jute
118.28,35.4,34.46,21.38,56.92,6.58,85.79,cotton
49.13,23.66,43.99,27.21,56.4,7.64,97.91,mango
113.29,43.69,58.5,35.84,82.53,6.58,137.75,rice
32.39,52.37,26.49,22.59,37.95,5.7,64.16,chickpea
95.59,39.09,51.86,23.98,72.91,8.01,70.9,cotton
64.66,40.39,51.91,19.22,82.46,6.45,156.51,coffee
116.45,36.59,191.29,27.13,72.23,6.93,149.22,banana
96.31,48.21,37.93,28.17,92.83,7.14,135.38,rice
54.84,38.77,48.91,14.07,49.47,7.68,73.37,wheat
101.39,50.4,50.0,36.22,52.19,7.67,106.33,cotton
125.91,49.8,38.59,26.74,50.09,5.84,76.64,maize
85.03,49.21,56.07,34.88,76.86,6.28,272.13,rice
60.6,47.69,41.19,18.35,60.37,7.67,88.31,wheat
150.3,72.21,65.41,19.7,81.77,7.71,197.27,sugarcane
95.61,41.4,92.77,23.74,51.55,6.63,71.12,tomato
32.38,25.51,57.82,34.79,50.51,6.45,136.95,mango
48.11,26.14,57.39,24.81,42.63,5.3,123.12,mango
42.59,39.23,48.52,23.53,62.8,7.4,128.1,mango
85.57,51.22,47.26,33.01,75.59,5.99,250.95,jute
30.87,42.9,28.68,29.69,44.56,5.72,35.79,chickpea
63.66,25.32,54.45,32.04,50.36,5.79,77.54,mango
44.35,34.54,46.54,34.42,50.86,6.42,147.47,mango
102.92,61.47,80.05,28.26,83.14,6.43,171.72,sugarcane
58.01,61.82,70.39,21.11,52.79,5.97,75.08,tomato
99.83,34.5,40.87,28.45,68.67,8.36,59.47,cotton
114.88,40.33,48.71,24.98,91.1,6.53,287.94,rice
68.19,31.79,40.77,26.89,69.77,6.47,244.3,coffee
99.67,45.07,37.24,37.09,44.28,6.04,81.24,cotton
39.82,19.3,56.49,22.65,42.8,5.34,151.32,mango
103.15,56.37,76.31,14.95,60.62,5.49,71.98,potato
54.16,44.95,45.39,36.59,71.71,7.22,258.24,jute
90.3,58.67,94.88,29.2,63.56,6.21,59.89,tomato
118.18,48.55,197.38,20.94,68.81,6.58,170.0,banana
40.06,38.52,38.78,24.51,39.54,6.37,29.52,chickpea
82.56,49.9,49.6,22.56,73.89,6.43,204.53,jute
45.35,38.2,61.49,32.67,39.75,6.89,75.49,mango
96.32,52.96,196.99,23.38,85.87,5.28,177.52,banana
94.05,39.32,28.01,23.87,74.3,8.11,66.48,cotton
145.88,50.82,42.22,36.5,69.35,6.16,101.22,cotton
95.26,51.62,88.57,15.15,62.52,6.3,68.24,potato
70.37,36.23,38.76,15.87,41.94,7.53,58.96,wheat
128.64,49.51,30.68,25.56,37.4,5.22,116.83,cotton
81.19,50.94,54.78,22.99,63.22,6.57,51.27,tomato
92.61,49.26,89.37,22.81,64.14,6.58,70.89,tomato
106.67,33.13,27.24,25.64,47.91,5.23,92.88,cotton
89.5,49.03,75.65,24.4,75.64,5.99,67.11,potato
28.52,39.56,57.28,25.99,57.36,6.3,139.36,mango
150.02,65.64,81.37,36.28,70.04,7.31,106.83,sugarcane
85.85,64.57,76.59,22.05,63.2,5.66,56.4,potato
56.53,52.8,89.8,26.01,52.83,6.78,69.89,tomato
88.27,52.93,80.96,23.0,50.98,6.4,37.12,tomato
94.21,52.16,42.2,35.28,83.69,6.13,238.91,jute
93.9,58.71,74.68,17.37,59.58,6.33,44.24,tomato
97.28,38.96,53.41,23.5,80.76,6.71,249.72,coffee
88.82,41.71,83.19,29.25,61.31,6.55,69.23,tomato
28.48,27.53,52.83,30.79,41.72,6.72,97.84,mango
90.72,65.7,124.24,17.84,82.98,6.02,81.16,potato
57.75,34.18,37.83,30.68,81.19,6.88,251.51,jute
68.69,32.54,41.27,24.0,74.25,6.1,176.61,jute
45.78,29.23,52.94,35.01,44.84,6.47,64.11,mango
20.67,44.18,34.05,21.15,55.53,8.03,62.21,chickpea
106.85,44.22,31.06,22.43,69.79,5.61,53.72,cotton
85.19,42.91,54.91,24.55,69.48,5.95,54.67,tomato
148.42,47.3,207.13,24.58,91.57,5.95,197.96,banana
61.49,31.5,46.31,35.34,47.1,6.52,75.11,mango
32.42,47.23,30.11,14.84,32.04,6.74,66.38,chickpea
32.47,54.11,38.72,16.53,59.73,6.9,29.14,chickpea
78.42,58.74,61.26,20.02,60.65,7.61,125.9,maize
36.77,20.97,45.06,33.21,59.36,5.5,124.37,mango
55.47,30.59,42.49,33.76,91.66,6.12,170.82,jute
31.16,21.02,48.81,34.91,48.67,6.94,100.46,mango
124.99,41.65,159.77,29.31,69.0,5.68,200.88,banana
111.32,57.99,62.97,23.53,77.61,5.54,239.6,rice
27.97,55.53,36.9,14.65,58.73,7.58,40.19,chickpea
83.65,41.96,52.82,19.14,69.92,5.75,58.11,maize
92.86,65.89,105.83,28.06,68.87,6.54,97.49,sugarcane
61.45,42.02,89.53,28.64,61.98,6.47,67.63,tomato
112.2,39.14,157.33,33.4,71.25,6.93,166.11,banana
25.33,53.35,40.74,19.1,59.04,8.09,25.71,chickpea
61.99,28.65,32.07,18.84,60.72,6.82,83.19,wheat
72.75,47.35,32.36,11.39,49.92,5.84,57.14,wheat
96.81,40.04,86.05,29.59,87.86,6.51,93.46,sugarcane
61.03,30.04,29.69,20.19,46.14,6.2,87.47,wheat
64.36,52.88,45.7,25.47,69.37,6.16,167.21,jute
20.4,59.98,35.32,24.75,40.1,6.59,25.01,chickpea
76.91,38.41,74.62,28.2,67.93,6.84,41.95,tomato
118.08,50.28,75.76,20.27,70.03,6.53,89.49,sugarcane
85.68,55.59,83.17,18.85,69.02,6.74,52.18,tomato
125.69,43.46,170.67,26.05,87.32,5.86,185.96,banana
93.33,34.42,58.2,25.7,63.61,6.36,220.89,coffee
96.33,47.34,75.91,21.26,69.92,5.91,99.72,sugarcane
25.66,25.11,56.85,28.32,49.19,6.39,83.46,mango
121.78,56.64,52.85,19.03,61.13,7.19,91.63,maize
103.08,51.22,40.79,22.14,60.69,5.75,56.63,cotton
122.94,29.8,189.35,33.0,87.25,6.49,184.41,banana
77.14,28.64,52.19,13.81,41.92,6.33,105.18,wheat
86.27,39.93,41.78,26.83,79.49,6.9,240.11,coffee
72.69,35.5,47.58,18.37,72.88,6.42,262.64,coffee
54.6,34.33,33.42,33.28,81.81,6.12,208.86,jute
50.03,23.48,52.79,28.1,47.98,7.75,90.91,mango
91.93,47.77,44.28,24.25,62.82,6.59,95.4,wheat
109.57,52.29,46.49,28.59,62.45,5.74,94.92,maize
63.63,19.8,57.69,22.52,49.65,5.6,122.14,mango
81.54,45.37,41.96,9.57,58.95,6.12,92.21,wheat
71.46,43.97,90.29,26.37,58.86,6.38,40.87,tomato
23.72,47.9,31.4,13.8,55.52,6.54,37.61,chickpea
98.83,46.98,64.38,22.58,53.64,6.13,63.81,tomato
97.46,18.52,57.59,25.87,80.26,6.82,236.08,coffee
41.42,41.07,20.31,20.03,30.4,8.25,44.06,chickpea
106.88,50.13,108.03,18.54,75.67,4.88,68.58,potato
76.83,53.02,38.1,34.99,85.45,5.61,145.39,rice
56.33,37.12,40.83,25.58,66.66,6.62,162.8,coffee
26.53,39.17,38.52,28.93,51.47,8.21,67.25,chickpea
119.71,45.75,54.66,29.67,55.53,7.34,104.97,maize
92.72,38.77,51.1,15.44,51.7,5.98,57.18,wheat
61.48,40.02,47.4,30.99,71.4,6.98,233.49,jute
96.2,49.59,42.14,24.33,38.21,7.48,101.17,cotton
105.61,51.51,36.09,26.07,87.94,6.6,260.81,jute
125.55,36.6,27.03,36.41,56.94,7.07,91.49,cotton
27.17,38.18,25.67,29.3,45.29,7.84,30.63,chickpea
142.76,48.23,101.76,32.05,82.4,7.18,131.6,sugarcane
61.81,48.6,28.35,17.06,60.04,7.07,87.04,wheat
34.66,50.82,37.97,28.2,40.43,7.49,35.21,chickpea
98.43,66.47,124.07,18.1,66.12,5.97,50.78,potato
78.19,55.9,59.47,18.51,54.5,5.71,53.09,maize
119.45,70.75,97.64,18.87,76.27,7.28,156.56,sugarcane
83.71,33.21,40.49,29.71,88.41,6.62,191.69,jute
129.21,56.48,63.01,29.4,74.69,7.28,132.0,sugarcane
146.28,30.52,201.66,25.17,78.06,7.02,221.52,banana
58.9,49.55,45.4,23.94,62.37,7.42,103.82,wheat
109.68,53.97,62.79,37.24,80.43,5.46,269.43,rice
75.78,45.25,92.43,19.3,53.66,6.85,38.24,tomato
110.85,48.19,46.47,31.06,71.4,6.45,77.83,cotton
73.03,38.36,62.89,24.52,67.15,6.67,64.35,tomato
34.23,61.82,21.88,23.51,57.83,7.02,41.23,chickpea
36.86,55.94,32.62,22.49,54.15,8.3,51.07,chickpea
96.44,38.35,88.96,18.54,58.25,6.77,38.91,tomato
103.45,40.32,163.52,25.61,75.2,5.28,194.48,banana
54.15,44.55,30.08,28.9,89.02,5.91,263.65,jute
74.93,39.84,58.57,33.29,73.05,6.31,245.67,rice
127.59,51.72,48.25,35.79,58.94,6.29,81.29,cotton
82.33,51.68,72.69,27.27,53.86,6.39,63.13,tomato
89.52,56.8,125.65,15.71,59.0,5.93,34.08,potato
97.75,19.31,56.49,21.21,71.72,6.81,213.65,coffee
123.6,58.5,101.24,20.64,64.15,6.09,77.91,potato
59.21,25.82,46.68,27.98,67.8,6.5,248.72,coffee
80.27,42.15,37.27,23.09,60.74,6.26,90.37,wheat
60.49,27.36,55.19,20.91,74.93,6.72,249.09,coffee
104.66,47.96,29.75,30.08,64.6,7.57,64.85,cotton
91.45,59.13,92.75,15.02,62.39,4.82,38.55,potato
72.29,31.06,42.43,36.03,77.83,7.72,157.93,jute
77.42,38.81,38.24,22.61,77.46,6.58,245.87,coffee
134.22,49.11,46.07,29.05,63.74,7.34,67.73,cotton
78.43,52.73,99.67,27.51,66.87,6.3,41.4,tomato
107.71,61.29,119.49,13.84,77.12,4.82,52.28,potato
105.13,27.29,159.19,26.15,72.93,6.28,190.53,banana
99.85,43.85,45.91,27.71,59.94,5.44,56.7,maize
114.91,45.6,59.85,25.02,81.69,5.8,158.81,rice
113.55,34.32,169.49,32.13,70.52,5.91,130.0,banana
128.79,36.08,98.78,29.84,80.45,6.74,165.39,sugarcane
64.13,23.05,53.09,17.51,57.89,5.95,151.02,coffee
17.23,62.51,40.47,13.52,26.21,6.65,36.51,chickpea
78.45,45.09,37.32,23.8,65.4,7.28,98.14,maize
106.27,47.81,50.8,26.29,51.3,7.44,93.25,cotton
90.09,39.32,34.99,27.58,82.89,6.27,154.75,jute
101.07,48.41,37.56,33.86,90.3,5.55,235.54,rice
104.69,40.81,56.45,22.36,47.34,5.93,76.79,maize
26.08,43.49,36.31,29.09,43.41,5.72,56.06,chickpea
96.51,48.89,52.44,36.54,68.97,7.06,170.5,jute
115.43,72.24,100.07,28.63,71.7,6.65,92.64,sugarcane
88.53,61.8,86.49,24.72,79.36,5.34,66.87,potato
60.17,46.71,102.57,28.84,66.96,6.09,44.11,tomato
103.83,33.19,47.26,20.47,42.94,6.61,112.96,cotton
54.24,29.72,45.85,24.73,44.54,7.19,103.67,mango
113.77,59.79,60.44,36.95,92.54,7.13,141.51,rice
76.96,17.34,49.66,27.06,68.18,6.67,226.72,coffee
91.75,57.17,83.41,19.82,60.57,5.9,69.45,tomato
105.74,29.05,37.0,11.27,46.16,6.34,53.84,wheat
97.76,64.91,105.04,24.05,58.74,5.46,96.56,potato
77.73,49.4,45.81,20.05,51.91,7.18,125.22,maize
85.22,42.42,49.06,17.01,78.31,6.11,157.91,coffee
42.36,26.31,58.21,33.18,47.37,6.09,67.54,mango
28.72,57.06,26.56,23.74,45.46,8.28,32.66,chickpea
42.6,40.67,27.68,27.81,60.62,8.25,65.01,chickpea
75.73,68.71,118.56,24.38,69.43,6.31,45.18,potato
156.13,70.34,60.91,34.88,83.51,7.47,104.72,sugarcane
